,video_name,tag
14,/content/drive/MyDrive/AI R&D Project/Equestrian/dataset_temp3/train/Clear/Tim Gredley - Imperial Hbf - St Tropez - 1.30m - 08.09.2022.mp4_62233-63983_Clear_15.mp4,Clear
15,/content/drive/MyDrive/AI R&D Project/Equestrian/dataset_temp3/train/Clear/Tim Gredley - Imperial Hbf - St Tropez - 1.35m - 09.09.2022.mp4_2833-4583_Clear_3.mp4,Clear
16,/content/drive/MyDrive/AI R&D Project/Equestrian/dataset_temp3/train/Clear/Tim Gredley - Imperial Hbf - St Tropez - 1.35m - 09.09.2022.mp4_10433-12183_Clear_4.mp4,Clear
17,/content/drive/MyDrive/AI R&D Project/Equestrian/dataset_temp3/train/Clear/Tim Gredley - Imperial Hbf - St Tropez - 1.35m - 09.09.2022.mp4_24167-25917_Clear_6.mp4,Clear
18,/content/drive/MyDrive/AI R&D Project/Equestrian/dataset_temp3/train/Clear/Tim Gredley - Imperial Hbf - St Tropez - 1.35m - 09.09.2022.mp4_27233-28983_Clear_7.mp4,Clear
19,/content/drive/MyDrive/AI R&D Project/Equestrian/dataset_temp3/train/Clear/Tim Gredley - Imperial Hbf - St Tropez - 1.35m - 09.09.2022.mp4_36267-38017_Clear_9.mp4,Clear
20,/content/drive/MyDrive/AI R&D Project/Equestrian/dataset_temp3/train/Clear/Tim Gredley - Imperial Hbf - St Tropez - 1.35m - 09.09.2022.mp4_44967-46717_Clear_12.mp4,Clear
21,/content/drive/MyDrive/AI R&D Project/Equestrian/dataset_temp3/train/Clear/Tim Gredley - Imperial Hbf - St Tropez - 1.35m - 09.09.2022.mp4_49800-51550_Clear_13.mp4,Clear
22,/content/drive/MyDrive/AI R&D Project/Equestrian/dataset_temp3/train/Clear/Tim Gredley - Imperial Hbf - St Tropez - 1.35m - 09.09.2022.mp4_58833-60583_Clear_15.mp4,Clear
23,/content/drive/MyDrive/AI R&D Project/Equestrian/dataset_temp3/train/Clear/Tim Gredley - Imperial Hbf - St Tropez - 1.35m - 09.09.2022.mp4_66500-68250_Clear_16.mp4,Clear
24,/content/drive/MyDrive/AI R&D Project/Equestrian/dataset_temp3/train/Clear/Tim Gredley - Imperial Hbf - St Tropez - 1.35m - 09.09.2022.mp4_75333-77083_Clear_17.mp4,Clear
25,/content/drive/MyDrive/AI R&D Project/Equestrian/dataset_temp3/train/Clear/Tim Gredley - Imperial Hbf - St Tropez - 1.35m - 09.09.2022.mp4_75333-77083_Clear_18.mp4,Clear
26,/content/drive/MyDrive/AI R&D Project/Equestrian/dataset_temp3/train/Clear/Tim Gredley - Imperial Hbf - St Tropez - 1.45m - 11.09.2022.mp4_4033-5783_Clear_3.mp4,Clear
27,/content/drive/MyDrive/AI R&D Project/Equestrian/dataset_temp3/train/Clear/Tim Gredley - Imperial Hbf - St Tropez - 1.45m - 11.09.2022.mp4_12433-14183_Clear_4.mp4,Clear
28,/content/drive/MyDrive/AI R&D Project/Equestrian/dataset_temp3/train/Clear/Tim Gredley - Imperial Hbf - St Tropez - 1.45m - 11.09.2022.mp4_12433-14183_Clear_5.mp4,Clear
29,/content/drive/MyDrive/AI R&D Project/Equestrian/dataset_temp3/train/Clear/Tim Gredley - Imperial Hbf - St Tropez - 1.45m - 11.09.2022.mp4_17867-19617_Clear_6.mp4,Clear
30,/content/drive/MyDrive/AI R&D Project/Equestrian/dataset_temp3/train/Clear/Tim Gredley - Imperial Hbf - St Tropez - 1.45m - 11.09.2022.mp4_19933-21683_Clear_7.mp4,Clear
31,/content/drive/MyDrive/AI R&D Project/Equestrian/dataset_temp3/train/Clear/Tim Gredley - Imperial Hbf - St Tropez - 1.45m - 11.09.2022.mp4_33633-35383_Clear_9.mp4,Clear
32,/content/drive/MyDrive/AI R&D Project/Equestrian/dataset_temp3/train/Clear/Tim Gredley - Imperial Hbf - St Tropez - 1.45m - 11.09.2022.mp4_41833-43583_Clear_11.mp4,Clear
33,/content/drive/MyDrive/AI R&D Project/Equestrian/dataset_temp3/train/Clear/Tim Gredley - Imperial Hbf - St Tropez - 1.45m - 11.09.2022.mp4_45933-47683_Clear_12.mp4,Clear
34,/content/drive/MyDrive/AI R&D Project/Equestrian/dataset_temp3/train/Clear/Tim Gredley - Imperial Hbf - St Tropez - 1.45m - 11.09.2022.mp4_50567-52317_Clear_14.mp4,Clear
35,/content/drive/MyDrive/AI R&D Project/Equestrian/dataset_temp3/train/Clear/Tim Gredley - Imperial Hbf - St Tropez - 1.45m - 11.09.2022.mp4_58233-59983_Clear_15.mp4,Clear
36,/content/drive/MyDrive/AI R&D Project/Equestrian/dataset_temp3/train/Clear/Tim Gredley - Imperial Hbf - St Tropez - 1.45m - 11.09.2022.mp4_58233-59983_Clear_16.mp4,Clear
37,/content/drive/MyDrive/AI R&D Project/Equestrian/dataset_temp3/train/Clear/Tim Gredley - Imperial Hbf - St Tropez - 1.45m - 11.09.2022.mp4_63600-65350_Clear_17.mp4,Clear
38,/content/drive/MyDrive/AI R&D Project/Equestrian/dataset_temp3/train/Clear/Tim Gredley - Imperial Hbf - St Tropez - 1.45m - 11.09.2022.mp4_65067-66817_Clear_18.mp4,Clear
39,/content/drive/MyDrive/AI R&D Project/Equestrian/dataset_temp3/train/Clear/Tim Gredley - Imperial Hbf - St Tropez - 1.45m - 11.09.2022.mp4_69933-71683_Clear_19.mp4,Clear
40,/content/drive/MyDrive/AI R&D Project/Equestrian/dataset_temp3/train/Clear/Tim Gredley - Imperial Hbf - St Tropez - 1.45m - 11.09.2022.mp4_76900-78650_Clear_20.mp4,Clear
41,/content/drive/MyDrive/AI R&D Project/Equestrian/dataset_temp3/train/Clear/Tim Gredley - Imperial Hbf - St Tropez - 1.45m - 11.09.2022.mp4_76900-78650_Clear_21.mp4,Clear
42,/content/drive/MyDrive/AI R&D Project/Equestrian/dataset_temp3/train/Clear/Tim Gredley - Medoc de Toxandria - St Tropez - 1.45m - 08.09.2022.mp4_2900-4650_Clear_3.mp4,Clear
43,/content/drive/MyDrive/AI R&D Project/Equestrian/dataset_temp3/train/Clear/Tim Gredley - Medoc de Toxandria - St Tropez - 1.45m - 08.09.2022.mp4_9233-10983_Clear_4.mp4,Clear
44,/content/drive/MyDrive/AI R&D Project/Equestrian/dataset_temp3/train/Clear/Tim Gredley - Medoc de Toxandria - St Tropez - 1.45m - 08.09.2022.mp4_14000-15750_Clear_5.mp4,Clear
45,/content/drive/MyDrive/AI R&D Project/Equestrian/dataset_temp3/train/Clear/Tim Gredley - Medoc de Toxandria - St Tropez - 1.45m - 08.09.2022.mp4_26067-27817_Clear_7.mp4,Clear
46,/content/drive/MyDrive/AI R&D Project/Equestrian/dataset_temp3/train/Clear/Tim Gredley - Medoc de Toxandria - St Tropez - 1.45m - 08.09.2022.mp4_32200-33950_Clear_8.mp4,Clear
47,/content/drive/MyDrive/AI R&D Project/Equestrian/dataset_temp3/train/Clear/Tim Gredley - Medoc de Toxandria - St Tropez - 1.45m - 08.09.2022.mp4_36800-38550_Clear_10.mp4,Clear
48,/content/drive/MyDrive/AI R&D Project/Equestrian/dataset_temp3/train/Clear/Tim Gredley - Medoc de Toxandria - St Tropez - 1.45m - 08.09.2022.mp4_32200-33950_Clear_9.mp4,Clear
49,/content/drive/MyDrive/AI R&D Project/Equestrian/dataset_temp3/train/Clear/Tim Gredley - Medoc de Toxandria - St Tropez - 1.45m - 08.09.2022.mp4_38200-39950_Clear_12.mp4,Clear
50,/content/drive/MyDrive/AI R&D Project/Equestrian/dataset_temp3/train/Clear/Tim Gredley - Medoc de Toxandria - St Tropez - 1.45m - 08.09.2022.mp4_43967-45717_Clear_13.mp4,Clear
51,/content/drive/MyDrive/AI R&D Project/Equestrian/dataset_temp3/train/Clear/Tim Gredley - Medoc de Toxandria - St Tropez - 1.45m - 08.09.2022.mp4_45867-47617_Clear_14.mp4,Clear
52,/content/drive/MyDrive/AI R&D Project/Equestrian/dataset_temp3/train/Clear/Tim Gredley - Medoc de Toxandria - St Tropez - 1.45m - 08.09.2022.mp4_51933-53683_Clear_15.mp4,Clear
53,/content/drive/MyDrive/AI R&D Project/Equestrian/dataset_temp3/train/Clear/Tim Gredley - Medoc de Toxandria - St Tropez - 1.45m - 08.09.2022.mp4_55033-56783_Clear_17.mp4,Clear
54,/content/drive/MyDrive/AI R&D Project/Equestrian/dataset_temp3/train/Clear/Tim Gredley - Medoc de Toxandria - St Tropez - 1.45m - 08.09.2022.mp4_60600-62350_Clear_18.mp4,Clear
55,/content/drive/MyDrive/AI R&D Project/Equestrian/dataset_temp3/train/Clear/Tim Gredley - Medoc de Toxandria - St Tropez - 1.45m - 08.09.2022.mp4_62167-63917_Clear_19.mp4,Clear
56,/content/drive/MyDrive/AI R&D Project/Equestrian/dataset_temp3/train/Clear/Tim Gredley - Medoc de Toxandria - St Tropez - 1.45m - 08.09.2022.mp4_62167-63917_Clear_20.mp4,Clear
57,/content/drive/MyDrive/AI R&D Project/Equestrian/dataset_temp3/train/Clear/Tim Gredley - Medoc de Toxandria - St Tropez - 1.45m - 10.09.2022.mp4_8933-10683_Clear_4.mp4,Clear
58,/content/drive/MyDrive/AI R&D Project/Equestrian/dataset_temp3/train/Clear/Tim Gredley - Medoc de Toxandria - St Tropez - 1.45m - 10.09.2022.mp4_21300-23050_Clear_6.mp4,Clear
59,/content/drive/MyDrive/AI R&D Project/Equestrian/dataset_temp3/train/Clear/Tim Gredley - Medoc de Toxandria - St Tropez - 1.45m - 10.09.2022.mp4_32533-34283_Clear_8.mp4,Clear
60,/content/drive/MyDrive/AI R&D Project/Equestrian/dataset_temp3/train/Clear/Tim Gredley - Medoc de Toxandria - St Tropez - 1.45m - 10.09.2022.mp4_32533-34283_Clear_9.mp4,Clear
61,/content/drive/MyDrive/AI R&D Project/Equestrian/dataset_temp3/train/Clear/Tim Gredley - Medoc de Toxandria - St Tropez - 1.45m - 10.09.2022.mp4_37767-39517_Clear_10.mp4,Clear
62,/content/drive/MyDrive/AI R&D Project/Equestrian/dataset_temp3/train/Clear/Tim Gredley - Medoc de Toxandria - St Tropez - 1.45m - 10.09.2022.mp4_45633-47383_Clear_12.mp4,Clear
63,/content/drive/MyDrive/AI R&D Project/Equestrian/dataset_temp3/train/Clear/Tim Gredley - Medoc de Toxandria - St Tropez - 1.45m - 10.09.2022.mp4_45633-47383_Clear_13.mp4,Clear
64,/content/drive/MyDrive/AI R&D Project/Equestrian/dataset_temp3/train/Clear/Tim Gredley - Medoc de Toxandria - St Tropez - 1.45m - 10.09.2022.mp4_51433-53183_Clear_14.mp4,Clear
65,/content/drive/MyDrive/AI R&D Project/Equestrian/dataset_temp3/train/Clear/Tim Gredley - Medoc de Toxandria - St Tropez - 1.45m - 10.09.2022.mp4_56800-58550_Clear_16.mp4,Clear
66,/content/drive/MyDrive/AI R&D Project/Equestrian/dataset_temp3/train/Clear/Tim Gredley - Medoc de Toxandria - St Tropez - 1.45m - 10.09.2022.mp4_56800-58550_Clear_17.mp4,Clear
67,/content/drive/MyDrive/AI R&D Project/Equestrian/dataset_temp3/train/Clear/Tim Gredley - Medoc de Toxandria - St Tropez - 1.45m - 10.09.2022.mp4_65233-66983_Clear_18.mp4,Clear
68,/content/drive/MyDrive/AI R&D Project/Equestrian/dataset_temp3/train/Clear/Tim Gredley - Medoc de Toxandria - St Tropez - 1.45m - 10.09.2022.mp4_66667-68417_Clear_19.mp4,Clear
69,/content/drive/MyDrive/AI R&D Project/Equestrian/dataset_temp3/train/Clear/Tim Gredley - Sparks 55 - St Tropez - 1.40m - 08.09.2022.mp4_9233-10983_Clear_4.mp4,Clear
70,/content/drive/MyDrive/AI R&D Project/Equestrian/dataset_temp3/train/Clear/Tim Gredley - Sparks 55 - St Tropez - 1.40m - 08.09.2022.mp4_18733-20483_Clear_7.mp4,Clear
71,/content/drive/MyDrive/AI R&D Project/Equestrian/dataset_temp3/train/Clear/Tim Gredley - Sparks 55 - St Tropez - 1.40m - 08.09.2022.mp4_30667-32417_Clear_9.mp4,Clear
72,/content/drive/MyDrive/AI R&D Project/Equestrian/dataset_temp3/train/Clear/Tim Gredley - Sparks 55 - St Tropez - 1.40m - 08.09.2022.mp4_36433-38183_Clear_10.mp4,Clear
73,/content/drive/MyDrive/AI R&D Project/Equestrian/dataset_temp3/train/Clear/Tim Gredley - Sparks 55 - St Tropez - 1.40m - 08.09.2022.mp4_48467-50217_Clear_12.mp4,Clear
74,/content/drive/MyDrive/AI R&D Project/Equestrian/dataset_temp3/train/Clear/Tim Gredley - Sparks 55 - St Tropez - 1.40m - 08.09.2022.mp4_54200-55950_Clear_14.mp4,Clear
75,/content/drive/MyDrive/AI R&D Project/Equestrian/dataset_temp3/train/Clear/Tim Gredley - Sparks 55 - St Tropez - 1.40m - 08.09.2022.mp4_54200-55950_Clear_13.mp4,Clear
76,/content/drive/MyDrive/AI R&D Project/Equestrian/dataset_temp3/train/Clear/Tim Gredley - Sparks 55 - St Tropez - 1.40m - 08.09.2022.mp4_62700-64450_Clear_15.mp4,Clear
77,/content/drive/MyDrive/AI R&D Project/Equestrian/dataset_temp3/train/Clear/Tim Gredley - Sparks 55 - St Tropez - 1.40m - 08.09.2022.mp4_68500-70250_Clear_17.mp4,Clear
78,/content/drive/MyDrive/AI R&D Project/Equestrian/dataset_temp3/train/Clear/Tim Gredley - Sparks 55 - St Tropez - 1.45m - 09.09.2022.mp4_3400-5150_Clear_3.mp4,Clear
79,/content/drive/MyDrive/AI R&D Project/Equestrian/dataset_temp3/train/Clear/Tim Gredley - Sparks 55 - St Tropez - 1.45m - 09.09.2022.mp4_11433-13183_Clear_4.mp4,Clear
80,/content/drive/MyDrive/AI R&D Project/Equestrian/dataset_temp3/train/Clear/Tim Gredley - Sparks 55 - St Tropez - 1.45m - 09.09.2022.mp4_16667-18417_Clear_5.mp4,Clear
81,/content/drive/MyDrive/AI R&D Project/Equestrian/dataset_temp3/train/Clear/Tim Gredley - Sparks 55 - St Tropez - 1.45m - 09.09.2022.mp4_22900-24650_Clear_7.mp4,Clear
82,/content/drive/MyDrive/AI R&D Project/Equestrian/dataset_temp3/train/Clear/Tim Gredley - Sparks 55 - St Tropez - 1.45m - 09.09.2022.mp4_22767-24517_Clear_6.mp4,Clear
83,/content/drive/MyDrive/AI R&D Project/Equestrian/dataset_temp3/train/Clear/Tim Gredley - Sparks 55 - St Tropez - 1.45m - 09.09.2022.mp4_31433-33183_Clear_9.mp4,Clear
84,/content/drive/MyDrive/AI R&D Project/Equestrian/dataset_temp3/train/Clear/Tim Gredley - Sparks 55 - St Tropez - 1.45m - 09.09.2022.mp4_33233-34983_Clear_10.mp4,Clear
85,/content/drive/MyDrive/AI R&D Project/Equestrian/dataset_temp3/train/Clear/Tim Gredley - Sparks 55 - St Tropez - 1.45m - 09.09.2022.mp4_44100-45850_Clear_12.mp4,Clear
86,/content/drive/MyDrive/AI R&D Project/Equestrian/dataset_temp3/train/Clear/Tim Gredley - Sparks 55 - St Tropez - 1.45m - 09.09.2022.mp4_50567-52317_Clear_15.mp4,Clear
87,/content/drive/MyDrive/AI R&D Project/Equestrian/dataset_temp3/train/Clear/Tim Gredley - Sparks 55 - St Tropez - 1.45m - 09.09.2022.mp4_60400-62150_Clear_17.mp4,Clear
88,/content/drive/MyDrive/AI R&D Project/Equestrian/dataset_temp3/train/Clear/Tim Gredley - Sparks 55 - St Tropez - 1.45m - 09.09.2022.mp4_66900-68650_Clear_19.mp4,Clear
89,/content/drive/MyDrive/AI R&D Project/Equestrian/dataset_temp3/train/Clear/Tim Gredley - Sparks 55 - St Tropez - 1.45m - 09.09.2022.mp4_66900-68650_Clear_18.mp4,Clear
90,/content/drive/MyDrive/AI R&D Project/Equestrian/dataset_temp3/train/Clear/Tim Gredley - Sparks 55 - St Tropez - 1.45m - 10.09.2022.mp4_3867-5617_Clear_3.mp4,Clear
91,/content/drive/MyDrive/AI R&D Project/Equestrian/dataset_temp3/train/Clear/Tim Gredley - Sparks 55 - St Tropez - 1.45m - 10.09.2022.mp4_9700-11450_Clear_4.mp4,Clear
92,/content/drive/MyDrive/AI R&D Project/Equestrian/dataset_temp3/train/Clear/Tim Gredley - Sparks 55 - St Tropez - 1.45m - 10.09.2022.mp4_16467-18217_Clear_5.mp4,Clear
93,/content/drive/MyDrive/AI R&D Project/Equestrian/dataset_temp3/train/Clear/Tim Gredley - Sparks 55 - St Tropez - 1.45m - 10.09.2022.mp4_23167-24917_Clear_6.mp4,Clear
94,/content/drive/MyDrive/AI R&D Project/Equestrian/dataset_temp3/train/Clear/Tim Gredley - Sparks 55 - St Tropez - 1.45m - 10.09.2022.mp4_29400-31150_Clear_7.mp4,Clear
95,/content/drive/MyDrive/AI R&D Project/Equestrian/dataset_temp3/train/Clear/Tim Gredley - Sparks 55 - St Tropez - 1.45m - 10.09.2022.mp4_29433-31183_Clear_8.mp4,Clear
96,/content/drive/MyDrive/AI R&D Project/Equestrian/dataset_temp3/train/Clear/Tim Gredley - Sparks 55 - St Tropez - 1.45m - 10.09.2022.mp4_37600-39350_Clear_9.mp4,Clear
97,/content/drive/MyDrive/AI R&D Project/Equestrian/dataset_temp3/train/Clear/Tim Gredley - Sparks 55 - St Tropez - 1.45m - 10.09.2022.mp4_39400-41150_Clear_10.mp4,Clear
98,/content/drive/MyDrive/AI R&D Project/Equestrian/dataset_temp3/train/Clear/Tim Gredley - Sparks 55 - St Tropez - 1.45m - 10.09.2022.mp4_40700-42450_Clear_11.mp4,Clear
99,/content/drive/MyDrive/AI R&D Project/Equestrian/dataset_temp3/train/Clear/Tim Gredley - Sparks 55 - St Tropez - 1.45m - 10.09.2022.mp4_51133-52883_Clear_13.mp4,Clear
100,/content/drive/MyDrive/AI R&D Project/Equestrian/dataset_temp3/train/Clear/Tim Gredley - Sparks 55 - St Tropez - 1.45m - 10.09.2022.mp4_55700-57450_Clear_14.mp4,Clear
101,/content/drive/MyDrive/AI R&D Project/Equestrian/dataset_temp3/train/Clear/Tim Gredley - Sparks 55 - St Tropez - 1.45m - 10.09.2022.mp4_61667-63417_Clear_15.mp4,Clear
102,/content/drive/MyDrive/AI R&D Project/Equestrian/dataset_temp3/train/Clear/Tim Gredley - Sparks 55 - St Tropez - 1.45m - 10.09.2022.mp4_72767-74517_Clear_18.mp4,Clear
103,/content/drive/MyDrive/AI R&D Project/Equestrian/dataset_temp3/train/Clear/Tim Gredley - Sparks 55 - St Tropez - 1.45m - 10.09.2022.mp4_72767-74517_Clear_19.mp4,Clear
104,/content/drive/MyDrive/AI R&D Project/Equestrian/dataset_temp3/train/Clear/Tim Gredley - Commissaire S - St Tropez - 1.50m - 11.09.2022.mp4_3267-5017_Clear_3.mp4,Clear
105,/content/drive/MyDrive/AI R&D Project/Equestrian/dataset_temp3/train/Clear/Tim Gredley - Commissaire S - St Tropez - 1.50m - 11.09.2022.mp4_9000-10750_Clear_4.mp4,Clear
106,/content/drive/MyDrive/AI R&D Project/Equestrian/dataset_temp3/train/Clear/Tim Gredley - Commissaire S - St Tropez - 1.50m - 11.09.2022.mp4_16900-18650_Clear_5.mp4,Clear
107,/content/drive/MyDrive/AI R&D Project/Equestrian/dataset_temp3/train/Clear/Tim Gredley - Commissaire S - St Tropez - 1.50m - 11.09.2022.mp4_20867-22617_Clear_6.mp4,Clear
108,/content/drive/MyDrive/AI R&D Project/Equestrian/dataset_temp3/train/Clear/Tim Gredley - Commissaire S - St Tropez - 1.50m - 11.09.2022.mp4_20900-22650_Clear_7.mp4,Clear
109,/content/drive/MyDrive/AI R&D Project/Equestrian/dataset_temp3/train/Clear/Tim Gredley - Commissaire S - St Tropez - 1.50m - 11.09.2022.mp4_26800-28550_Clear_9.mp4,Clear
110,/content/drive/MyDrive/AI R&D Project/Equestrian/dataset_temp3/train/Clear/Tim Gredley - Commissaire S - St Tropez - 1.50m - 11.09.2022.mp4_34100-35850_Clear_10.mp4,Clear
111,/content/drive/MyDrive/AI R&D Project/Equestrian/dataset_temp3/train/Clear/Tim Gredley - Commissaire S - St Tropez - 1.50m - 11.09.2022.mp4_36467-38217_Clear_11.mp4,Clear
112,/content/drive/MyDrive/AI R&D Project/Equestrian/dataset_temp3/train/Clear/Tim Gredley - Commissaire S - St Tropez - 1.50m - 11.09.2022.mp4_50500-52250_Clear_14.mp4,Clear
113,/content/drive/MyDrive/AI R&D Project/Equestrian/dataset_temp3/train/Clear/Tim Gredley - Commissaire S - St Tropez - 1.50m - 11.09.2022.mp4_54567-56317_Clear_15.mp4,Clear
114,/content/drive/MyDrive/AI R&D Project/Equestrian/dataset_temp3/train/Clear/Tim Gredley - Commissaire S - St Tropez - 1.50m - 11.09.2022.mp4_57900-59650_Clear_17.mp4,Clear
115,/content/drive/MyDrive/AI R&D Project/Equestrian/dataset_temp3/train/Clear/Tim Gredley - Commissaire S - St Tropez - 1.50m - 11.09.2022.mp4_70833-72583_Clear_20.mp4,Clear
116,/content/drive/MyDrive/AI R&D Project/Equestrian/dataset_temp3/train/Clear/Tim Gredley - Medoc de Toxandria - Opglabbeek - 1.35m - August 11. 2022.mp4_1767-3517_Clear_2.mp4,Clear
117,/content/drive/MyDrive/AI R&D Project/Equestrian/dataset_temp3/train/Clear/Tim Gredley - Medoc de Toxandria - Opglabbeek - 1.35m - August 11. 2022.mp4_7667-9417_Clear_3.mp4,Clear
118,/content/drive/MyDrive/AI R&D Project/Equestrian/dataset_temp3/train/Clear/Tim Gredley - Medoc de Toxandria - Opglabbeek - 1.35m - August 11. 2022.mp4_17567-19317_Clear_4.mp4,Clear
119,/content/drive/MyDrive/AI R&D Project/Equestrian/dataset_temp3/train/Clear/Tim Gredley - Medoc de Toxandria - Opglabbeek - 1.35m - August 11. 2022.mp4_20633-22383_Clear_5.mp4,Clear
120,/content/drive/MyDrive/AI R&D Project/Equestrian/dataset_temp3/train/Clear/Tim Gredley - Medoc de Toxandria - Opglabbeek - 1.35m - August 11. 2022.mp4_25333-27083_Clear_6.mp4,Clear
121,/content/drive/MyDrive/AI R&D Project/Equestrian/dataset_temp3/train/Clear/Tim Gredley - Medoc de Toxandria - Opglabbeek - 1.35m - August 11. 2022.mp4_45800-47550_Clear_10.mp4,Clear
122,/content/drive/MyDrive/AI R&D Project/Equestrian/dataset_temp3/train/Clear/Tim Gredley - Medoc de Toxandria - Opglabbeek - 1.35m - August 11. 2022.mp4_50567-52317_Clear_11.mp4,Clear
123,/content/drive/MyDrive/AI R&D Project/Equestrian/dataset_temp3/train/Clear/Tim Gredley - Medoc de Toxandria - Opglabbeek - 1.35m - August 11. 2022.mp4_58800-60550_Clear_13.mp4,Clear
124,/content/drive/MyDrive/AI R&D Project/Equestrian/dataset_temp3/train/Clear/Tim Gredley - Medoc de Toxandria - Opglabbeek - 1.35m - August 11. 2022.mp4_0-1750_Clear_16.mp4,Clear
125,/content/drive/MyDrive/AI R&D Project/Equestrian/dataset_temp3/train/Clear/Tim Gredley - Sparks 55 - Opglabbeek - 1.35m - August 13. 2022.mp4_2267-4017_Clear_2.mp4,Clear
126,/content/drive/MyDrive/AI R&D Project/Equestrian/dataset_temp3/train/Clear/Tim Gredley - Sparks 55 - Opglabbeek - 1.35m - August 13. 2022.mp4_12467-14217_Clear_3.mp4,Clear
127,/content/drive/MyDrive/AI R&D Project/Equestrian/dataset_temp3/train/Clear/Tim Gredley - Sparks 55 - Opglabbeek - 1.35m - August 13. 2022.mp4_16667-18417_Clear_4.mp4,Clear
128,/content/drive/MyDrive/AI R&D Project/Equestrian/dataset_temp3/train/Clear/Tim Gredley - Sparks 55 - Opglabbeek - 1.35m - August 13. 2022.mp4_16633-18383_Clear_5.mp4,Clear
129,/content/drive/MyDrive/AI R&D Project/Equestrian/dataset_temp3/train/Clear/Tim Gredley - Sparks 55 - Opglabbeek - 1.35m - August 13. 2022.mp4_26667-28417_Clear_6.mp4,Clear
130,/content/drive/MyDrive/AI R&D Project/Equestrian/dataset_temp3/train/Clear/Tim Gredley - Sparks 55 - Opglabbeek - 1.35m - August 13. 2022.mp4_37300-39050_Clear_9.mp4,Clear
131,/content/drive/MyDrive/AI R&D Project/Equestrian/dataset_temp3/train/Clear/Tim Gredley - Sparks 55 - Opglabbeek - 1.35m - August 13. 2022.mp4_53700-55450_Clear_11.mp4,Clear
132,/content/drive/MyDrive/AI R&D Project/Equestrian/dataset_temp3/train/Clear/Tim Gredley - Sparks 55 - Opglabbeek - 1.35m - August 13. 2022.mp4_53633-55383_Clear_12.mp4,Clear
133,/content/drive/MyDrive/AI R&D Project/Equestrian/dataset_temp3/train/Clear/Tim Gredley - Sparks 55 - Opglabbeek - 1.35m - August 13. 2022.mp4_64167-65917_Clear_13.mp4,Clear
134,/content/drive/MyDrive/AI R&D Project/Equestrian/dataset_temp3/train/Clear/Tim Gredley - Sparks 55 - Opglabbeek - 1.35m - August 13. 2022.mp4_65600-67350_Clear_14.mp4,Clear
